id,cc_cons
6975,8424.900761206663
43223,8595.016804539504
45502,8445.517613404745
12368,8703.164364048222
40415,9304.110434133308
31659,9107.468356198817
19585,8415.939434343
11889,8640.74964879833
43494,10771.58045102407
2536,8316.942050578979
16896,8355.846815853141
23422,9580.362935683588
31074,8894.152885615189
32409,8976.959029213936
29846,8115.672206157178
4046,9409.322559643255
41350,8210.844461229393
24530,8450.301343513958
20128,8225.139726932517
25389,9135.41747452651
8913,9243.156647853342
41126,8421.924443512724
19678,10060.873900982579
1907,8383.952465756314
22003,9856.938940608092
1177,8440.578750516579
13941,8141.50321259247
19473,8937.9884900518
42500,8491.138097820121
3878,8427.690295978451
8973,8560.854314539374
9938,8918.31839197565
38581,8273.053738085182
41728,9211.895876814953
42180,8281.079679277525
23022,8640.730306579266
29322,9618.09004064236
38371,8482.777075058888
14582,8988.66302878992
37012,8434.505608948866
7993,8482.338752633568
32720,8465.000141011504
46172,8944.331166059652
2646,9832.4028432221
12238,9309.697697879848
17793,8773.46573509548
1661,8706.439276784546
30028,8409.035494685986
38142,9301.131198525916
21187,8274.696028696968
32066,8310.551900655108
39689,9909.490992339335
44715,8787.109850581734
766,8345.96595610058
38216,8492.733616969272
10622,11321.776626350345
42913,9171.287369648562
18904,8626.766199157926
19555,8301.014011505751
24285,8553.920126670238
13852,10042.225649998996
22599,10037.671599283016
18045,8730.762308683199
33600,8251.776674824538
18103,10783.364784770652
7314,8740.270058334514
26516,8846.278302663875
46770,8430.86336429442
9126,9406.858202139827
46819,8865.485558820657
10517,8552.78323180473
45647,8251.813737232429
26740,8486.32163484523
42782,8697.369987445054
12493,8554.733034315886
27311,9111.347477536352
11428,8362.669656657667
24193,8509.874486676592
22723,8235.470383023472
14362,8637.307569518329
17572,10681.127206488727
26477,9185.443398506002
21283,8270.480595513665
7599,9136.818736594396
33989,8242.224730740487
14945,8238.186339593998
18531,8277.501594382005
34513,8387.692204988016
12426,8478.063702845964
41416,8513.110344597837
31245,9752.55427840867
980,8816.7678231937
7462,8423.35566317657
26616,8388.312460084711
1197,9118.070447116632
11644,9786.730101654623
8146,8337.299251706761
29429,8266.423731245468
24599,8232.00208948564
30209,8219.524468166539
11455,8814.972852885345
27200,8310.141803773618
2399,9447.60457865664
45233,8672.244909973306
10849,8613.063393599252
115,8264.039994882802
31237,8194.50096840329
21669,9485.417840709379
9174,8841.98536852645
27083,8383.806563195309
7213,9387.480250940207
28851,8733.70236285912
42749,9232.776786365495
16742,9597.127578563392
35267,9030.899228213057
43984,8290.707088404328
7010,8975.665292614833
14426,8301.670715019914
19816,8985.27255939641
39466,8263.772164281145
18829,8310.48021202147
14473,9364.570642361348
46767,8563.931145142753
45144,8405.446119009372
44345,10826.531452822152
11714,8400.736259046458
13403,8645.02533627069
31814,8685.668492897508
43508,8465.748161999674
23906,8256.775230813464
2811,8391.346101921135
40103,9830.710011560794
18600,8610.073534975094
4014,9637.183966316617
13951,8536.51452154082
15102,8456.222010176512
32381,9132.858576172745
3813,8875.847899138378
28707,9063.13376782413
349,8505.093247859711
12470,9072.228965671704
19094,8919.016674838522
7929,9167.167065542428
46048,9049.181963529261
17261,8756.058701130565
46725,9026.176346171065
43947,8961.155181430426
17002,9172.506403341271
17779,8452.684620728982
42113,8476.174445410126
35665,8362.506356401598
18909,8496.238735663554
20179,8337.998178059606
11405,8565.78206823027
33245,8647.006392812034
18703,8720.744541831113
27819,8507.565231883598
45040,9145.834332297254
43672,8528.561919178297
7487,9945.419096948688
23293,8494.990132828507
9722,8635.86399291398
19191,8657.233977552258
33640,8378.211898149675
15760,9200.890801950518
3239,8357.189704488297
7870,10351.905021379704
6688,8310.693139417375
43489,8412.3104050156
44820,8944.154224163447
39063,8484.5324234677
2786,8437.541306302493
32090,9331.618616638278
29498,9403.015074895713
9932,9280.149907864648
1603,8298.645911914853
16911,8439.665222364383
42880,8929.061393008997
35345,8296.169587981805
5669,8329.641081307283
540,8882.749263924052
15257,10525.3939861403
46065,8331.329889271434
35233,8562.086345538963
39124,8473.009092062006
3078,8528.962554213731
11166,8236.763948687116
23888,8968.393202607418
1764,8206.314757826764
32624,8334.096079226929
40688,9240.756850279537
43431,9897.87528438409
36001,8565.150423236697
46485,8792.103634177422
22511,8519.490815319663
43122,8202.51846096421
26286,8403.561160816578
42183,8634.698091385635
38290,8336.128661645924
19009,8303.343943281723
16891,8353.007921670092
40752,8770.330956259004
24661,9086.985454620852
35672,8377.112648585702
26540,9617.593913455239
46267,8607.53121141972
6241,8754.049544484456
9430,8484.129414623763
9346,8282.874439260444
14187,8520.04653308871
43717,8501.179468491438
33800,8600.955306941074
13659,8330.948290953998
34065,8238.85677549027
20311,8314.10031931837
14862,9371.72723393728
32534,8331.433184854875
45483,8363.624198055672
17060,8309.507008322867
22610,8382.533093571838
5730,9328.77609517824
11618,8674.68266588826
32612,8503.992050485573
37501,8596.925836096183
20402,9392.077772493638
25172,10107.48119207033
29751,8973.857994927454
28110,8751.675792037657
9414,8298.299057881137
36448,8735.67900136673
43249,8461.17860387599
27037,8351.416144922643
45457,8304.336343222169
2730,8738.767303732753
15069,8660.956073379326
37020,9427.25311420159
11641,9393.838091311098
21182,8829.84025838523
40538,8749.734447954752
37459,8602.48518320283
38762,8314.302345971639
36698,8255.111296276735
44287,9868.72590356892
748,8715.81683227895
8029,8973.569783244711
18867,8874.436576167576
6783,8347.740201708722
18325,8782.048260907566
40462,8575.634670066032
13380,8232.611761609918
33060,9238.022161269711
37739,8383.284678570728
39637,9484.552852093238
36528,8580.810643474379
37258,8146.963986842569
6826,8790.385125215867
25874,8258.571804719988
34733,8313.39531954423
585,8387.055720934135
11908,8942.333593881376
25725,8293.296095289576
11540,8431.46742652695
46396,8689.722088939383
28322,8787.937914087053
18382,9554.338274554106
9507,10872.936515653544
10942,8827.02380901164
31220,8499.70703263604
1190,8448.7087133911
13723,8345.578186561466
28899,8558.296317726912
44063,8761.309321788982
35700,8701.862992017983
24170,8542.572996246963
1609,8689.569262907547
17549,8807.941714642066
46749,8354.211155415862
33920,8381.6327547318
36734,8552.57999926461
45250,8476.825175629396
30114,8521.784996972205
36979,9950.46806500567
36199,8466.02046493848
15539,8809.397910425458
6082,8528.039615182535
15586,8609.749632806395
17325,8239.966052356562
32459,10025.731948078866
8808,8492.616989290209
32429,8721.801715406089
26739,8233.23985520571
32641,8309.25325948581
12104,8619.80406379034
5986,9554.80172243673
39650,9223.650483394962
40848,8613.362121032755
12472,8178.166507567331
20762,9010.321867868623
39422,8651.693661842055
14822,8645.100158108395
37142,10746.725053260465
3205,8864.745434984097
21640,8790.874192991672
2234,8384.91341591874
23606,8872.375336220228
17423,8730.83002470791
40828,8997.658049611724
33985,8320.69580563953
45721,8238.319082299047
40436,8340.548988344834
15813,9082.042551474831
14092,10469.409560555538
30509,10392.03143333263
34050,8190.4238218025475
21741,8869.409048383994
36527,8364.461499798992
8854,9043.55641053259
10859,8814.939650194425
706,8421.48028095776
43976,8420.49658797484
43978,8953.62238130385
7322,9593.383799202456
28071,8252.540226454552
12528,8488.10131554829
26871,8537.078722990218
24476,8446.323966643598
422,8418.267886418269
30157,8757.117225709002
14281,8434.724836439655
42520,8377.174961736026
3625,8492.005727701402
33366,8328.124960452198
34675,10750.243245401736
39319,9574.83582066631
46573,8352.762022406305
44389,8541.53395835668
41395,9535.195359747517
3809,8230.170206539071
18331,8954.070689147062
30478,9902.378633643133
14623,8191.9153618545415
18825,8450.583074495717
16354,8911.228083450744
22670,8787.23055918802
8387,12424.365245918383
36491,8147.193249555217
42008,8351.902292129485
10573,8477.395539354646
20914,8300.233452766779
20255,8362.310727621985
26022,8359.244814693386
46674,8690.920705227512
6023,8490.288780311248
17266,9143.916947398404
19131,8397.21684878787
31503,9591.925171538312
1337,9565.825375473525
21281,8451.43404009973
32933,8469.583865866633
4650,8502.151401350166
28357,10790.229627306831
32764,8125.205603050448
46028,8404.808692331095
1228,8469.053551044739
34211,8868.487621821581
35195,8657.010869865178
19995,8435.71215613804
15691,8617.91553629352
33450,8600.572657191482
45389,8713.502195636624
35560,9213.344146056612
46012,8877.628301778188
13108,10082.33199495596
26849,8700.65297415327
13047,8159.954854310912
33233,8478.063247638915
46211,9522.703934762761
6624,8159.562387493344
36355,8422.15637522565
36856,8812.991201416904
33234,8594.155425408666
31069,10917.122319285774
26844,8712.506243240245
23253,9993.285267224099
44965,8895.591025440095
13042,9635.906247569736
9988,8231.106526043348
22827,8908.528063367885
2521,11333.831601239932
17211,9610.210608924957
16912,8634.389273326935
29291,9415.41640047769
38895,8859.388002756197
45744,9101.553841287023
42705,8726.5287425409
1427,8341.26459822074
32682,8445.801190006057
4771,8625.19193849928
46180,8686.619721744046
26801,10639.561338697573
39359,9069.990090818854
33709,9011.336941729303
12042,8474.547511325767
22838,8721.402942103785
7529,9127.687278421752
13296,12509.39556401534
35618,8460.92949683002
10447,9256.520495940393
10,9172.414206181074
45014,8410.845216560276
25003,8557.784791255872
16307,8315.405593476458
17853,8635.841057367128
7595,8429.635665988437
3520,8334.367245303663
44558,8471.987135198226
46301,8461.984049867606
22510,8339.872578433398
40911,8224.751627876562
42100,9396.505677587144
2569,9533.638388613239
7915,8907.316374301357
32458,8532.74414432795
23350,8911.501913070404
24797,8324.314059963213
46443,8812.63249166803
26812,8571.517792746115
9726,8378.81047786829
3859,8414.607897326521
36311,8275.436891108864
4975,8226.620583833223
5500,8607.1143716695
21488,9122.068496179409
27669,9294.317637878514
1266,9101.313151624156
27620,8548.858160801352
6722,8401.002090068587
40624,8116.095857658703
32921,8964.939159847361
8472,8299.990275754217
40638,8486.544748891138
4869,10354.513967697156
14659,8454.631512978332
24888,8679.997422471773
44115,8709.992423861786
10689,8288.253862425125
39086,9076.364509260702
16735,9042.706680666313
23117,8483.847507435392
45868,8395.51223692497
9305,8816.196204729835
32812,8478.202119675907
39541,8782.246753783838
16297,8623.340747374627
2041,9101.844532537158
45561,8583.836606022482
992,8422.467099253397
12797,8333.409993760848
22251,9186.804249812194
44026,8211.65581405005
32438,8253.451003910854
24423,8261.719552647151
39098,8610.53617267574
42837,8441.554105523854
7900,8423.357786715154
4487,8438.813739307843
7575,9815.291818457958
45234,8437.796760025627
36731,8603.985542105444
40043,8316.887916962249
32878,8663.387281404637
5977,8254.905344225275
14022,8465.18792854986
1923,8701.298362834259
33070,8286.930320726551
15593,8302.417578706249
34389,8749.669163304168
32212,8413.731824784945
44292,8456.940949759075
32304,8300.857892248023
30061,8362.918640052834
25782,10030.858253519615
832,9857.93184585463
40517,8555.53317153253
30503,8546.294424792948
13209,10463.243725794551
44530,8411.298417228489
24637,8954.834575507584
18401,8229.35108505733
6728,8329.398874708286
14705,8222.954891213389
8777,8292.519514716987
25659,9000.102450591465
2871,8563.873331282512
19124,8409.13133664348
33704,8470.02799924061
4286,8907.152156125303
42808,8489.509844423648
22198,8477.541645532434
5953,8746.76624646051
12452,8257.714274161894
11088,10035.782194305255
35742,12123.37878082135
7853,9164.9411365843
37453,8340.317471364371
9945,8332.147278216939
8761,9610.361408951308
7030,8438.026876962827
3255,10492.94892279369
16560,8380.397148292926
2530,8629.426364130564
11596,8806.011114604444
18769,8618.086495211195
33689,9068.989859960602
41196,8809.200574102382
40770,8836.917049110836
12420,8295.508497991534
25559,8598.589347963352
3298,10101.917404678123
5204,8260.758525444231
20490,8604.699715240145
41382,8498.709199400333
20451,8477.138490893432
28236,8767.511283289483
38043,9885.565110714128
29763,8392.168371407886
21188,8414.243026696044
34957,9260.242898544213
4679,8389.911132289119
28971,8938.050997653168
46132,10034.591918884427
25284,8354.702622616553
24822,8655.110162356672
16166,10363.219739947948
26004,8566.47520594956
25200,8985.106438584013
20567,8446.982140221482
29350,9148.206177830867
19282,8547.204369130253
35613,9120.92933173947
14894,8360.836021564568
17055,9000.500102032496
2899,8531.551578743263
19099,8434.622367582519
23374,8422.717121636035
17906,8481.255243605226
41710,8363.704618560198
42916,8403.380525658198
9679,9729.75706692199
46683,8381.914823722404
43085,8395.327941166952
16775,8911.019334859226
2251,8863.472598370832
22619,8223.03382227462
1785,10521.097350267559
39536,8621.069258928303
17087,10623.913019765238
10673,8614.997012245298
31558,8633.810387121852
20718,8295.886202613512
16408,9002.259769901488
16436,10486.29400403041
15145,9268.056822232747
3399,8582.458692138955
4126,8490.410705542638
35977,8604.54870117292
39704,8319.229078875502
2105,8271.002724614504
21555,8709.258855663375
5235,8586.828721405105
38613,8199.288388458814
23402,8453.109488973761
6981,8864.467934251623
4364,9302.568354477748
38853,8619.037433108959
9426,8178.873029938428
36964,8428.951637647846
17339,8208.790622024502
38156,8433.421775930216
8595,8588.511727244992
23589,8404.959028047739
40975,8223.19486647895
38738,9494.750119240674
7761,10205.647022158779
17540,9026.160223362878
6256,10367.14643792044
17386,8338.105497646293
33024,8561.861933791879
32369,8461.502559494009
28472,9012.597938565523
34541,9072.668746807161
6475,8227.398278270546
45460,8640.680496010316
31738,8191.158162237106
12119,8672.140064170879
11800,9069.28443442671
19199,8817.393412880883
4974,10300.524134028943
6636,8395.994463009076
22353,9396.37306373386
16559,9132.71384950759
40758,9342.619631079371
46417,8816.447649776976
10604,8124.58948526891
5106,8317.506049405012
15975,8527.265880968702
10444,10002.50205909956
24669,9135.655724826194
39810,8330.932047015222
41848,9356.458640935121
27520,8726.43008263792
440,8413.392767338206
