id,cc_cons
6975,5178.857142857143
43223,22555.238095238095
45502,7011.0952380952385
12368,4327.857142857143
40415,13306.47619047619
31659,4831.9047619047615
19585,5218.666666666667
11889,3630.809523809524
43494,6150.285714285715
2536,3924.3333333333335
16896,3972.714285714286
23422,9786.190476190477
31074,5552.238095238095
32409,10701.57142857143
29846,3932.3809523809523
4046,8409.761904761905
41350,2643.285714285714
24530,2803.714285714286
20128,4026.6666666666665
25389,5357.666666666667
8913,32060.714285714286
41126,4224.190476190476
19678,6539.571428571428
1907,5174.619047619048
22003,11351.095238095239
1177,4238.619047619048
13941,7659.476190476191
19473,9147.761904761905
42500,4623.476190476191
3878,6273.523809523809
8973,8274.047619047618
9938,4247.428571428572
38581,1889.2380952380952
41728,4050.9523809523807
42180,4241.380952380952
23022,3138.095238095238
29322,3653.0
38371,9355.190476190477
14582,12038.57142857143
37012,4494.333333333333
7993,9949.52380952381
32720,6494.0952380952385
46172,21136.714285714286
2646,20449.809523809523
12238,7310.9047619047615
17793,18800.238095238095
1661,10492.952380952382
30028,2725.5238095238096
38142,3260.4761904761904
21187,3592.5238095238096
32066,3439.7619047619046
39689,4043.095238095238
44715,14019.52380952381
766,7769.190476190476
38216,4656.666666666667
10622,10000.42857142857
42913,3745.0476190476193
18904,9015.0
19555,3702.6190476190477
24285,4921.0
13852,8933.761904761905
22599,15184.904761904761
18045,7477.857142857143
33600,3947.5714285714284
18103,16612.809523809523
7314,6621.857142857143
26516,12297.666666666666
46770,2633.7619047619046
9126,3819.1428571428573
46819,10561.095238095239
10517,7747.238095238095
45647,6974.238095238095
26740,9685.047619047618
42782,5829.571428571428
12493,6907.333333333333
27311,9187.095238095239
11428,4738.952380952381
24193,10334.666666666666
22723,3366.7619047619046
14362,2161.190476190476
17572,9117.857142857143
26477,21700.380952380954
21283,6189.0952380952385
7599,3925.6190476190477
33989,4919.142857142857
14945,5062.9047619047615
18531,6574.714285714285
34513,10399.285714285714
12426,12183.714285714286
41416,3246.6190476190477
31245,4170.333333333333
980,2477.9523809523807
7462,8872.761904761905
26616,6738.571428571428
1197,26662.0
11644,13196.857142857143
8146,11318.619047619048
29429,1984.3333333333333
24599,4138.428571428572
