id,cc_cons
6975,5389.684210526316
43223,19824.263157894737
45502,7216.1578947368425
12368,4445.8421052631575
40415,12853.263157894737
31659,5161.105263157895
19585,5221.315789473684
11889,3870.4736842105262
43494,5542.526315789473
2536,3934.2105263157896
16896,4101.578947368421
23422,10673.947368421053
31074,5852.263157894737
32409,10626.842105263158
29846,4201.105263157895
4046,8394.684210526315
41350,2239.8947368421054
24530,2822.1052631578946
20128,3433.8947368421054
25389,5566.421052631579
8913,31944.894736842107
41126,4221.105263157895
19678,5075.0
1907,5317.631578947368
22003,11749.631578947368
1177,4611.9473684210525
13941,7126.473684210527
19473,9906.105263157895
42500,4779.421052631579
3878,5818.368421052632
8973,8448.947368421053
9938,4447.1578947368425
38581,1330.157894736842
41728,4299.631578947368
42180,3845.157894736842
23022,3342.2631578947367
29322,3636.6315789473683
38371,10294.631578947368
14582,12397.421052631578
37012,2576.7368421052633
7993,10203.315789473685
32720,7011.631578947368
46172,20964.105263157893
2646,20506.78947368421
12238,7435.1578947368425
17793,19833.157894736843
1661,10473.157894736842
30028,2723.157894736842
38142,3528.5789473684213
21187,3708.5789473684213
32066,3320.684210526316
39689,3778.842105263158
44715,15119.631578947368
766,4745.9473684210525
38216,4102.0526315789475
10622,10826.21052631579
42913,4078.0526315789475
18904,9313.684210526315
19555,3833.315789473684
24285,4883.263157894737
13852,9597.052631578947
22599,15774.78947368421
18045,7968.578947368421
33600,4015.4736842105262
18103,17869.736842105263
7314,6107.9473684210525
26516,12481.473684210527
46770,2712.0526315789475
9126,3927.7368421052633
46819,7410.9473684210525
10517,6428.1578947368425
45647,6802.684210526316
26740,10216.631578947368
42782,5382.105263157895
12493,7348.789473684211
27311,9959.947368421053
11428,4258.315789473684
24193,10226.894736842105
22723,3600.157894736842
14362,2057.5263157894738
17572,9786.684210526315
26477,23117.052631578947
21283,6071.736842105263
7599,3718.4736842105262
33989,5165.789473684211
14945,4764.368421052632
18531,6052.105263157895
34513,10497.684210526315
12426,11573.684210526315
41416,3181.5263157894738
31245,4222.9473684210525
980,2391.3684210526317
7462,9229.578947368422
26616,6534.0
1197,23237.315789473683
11644,13899.157894736842
8146,12356.526315789473
29429,1952.2631578947369
24599,4347.631578947368
30209,5044.9473684210525
11455,8441.368421052632
27200,5548.789473684211
2399,2729.9473684210525
45233,3281.0
10849,5669.473684210527
115,7474.263157894737
31237,4442.0
21669,16485.57894736842
9174,4449.263157894737
27083,2030.5263157894738
7213,18200.263157894737
28851,7273.473684210527
42749,4704.0
16742,2852.0526315789475
35267,4769.1578947368425
43984,4014.2631578947367
7010,16376.526315789473
14426,11450.894736842105
19816,3484.1052631578946
39466,4482.368421052632
18829,7344.578947368421
14473,7933.368421052632
46767,6811.421052631579
45144,3087.315789473684
44345,57896.31578947369
11714,15466.368421052632
13403,8911.684210526315
31814,3392.684210526316
43508,18066.526315789473
23906,7167.210526315789
2811,3230.4210526315787
40103,10963.315789473685
18600,5061.789473684211
4014,6065.368421052632
13951,9877.526315789473
15102,4023.5263157894738
32381,15999.368421052632
3813,30916.0
28707,11334.368421052632
349,3018.6315789473683
12470,4412.105263157895
19094,3791.157894736842
7929,12312.0
46048,7285.684210526316
17261,17953.473684210527
46725,16506.684210526317
43947,6135.578947368421
17002,6388.736842105263
17779,5203.0526315789475
42113,8909.842105263158
35665,2790.6315789473683
18909,3315.684210526316
20179,5607.631578947368
11405,9543.315789473685
33245,4946.789473684211
18703,4346.631578947368
27819,3485.4736842105262
45040,18621.63157894737
43672,4167.1578947368425
7487,4210.684210526316
23293,4985.631578947368
9722,5228.894736842105
19191,12293.157894736842
33640,5017.368421052632
15760,2132.684210526316
3239,3888.4210526315787
7870,3230.2105263157896
6688,9761.947368421053
43489,14533.684210526315
44820,6596.684210526316
39063,5116.578947368421
2786,3506.6315789473683
32090,3765.315789473684
29498,26718.315789473683
9932,10330.157894736842
1603,12233.684210526315
16911,3792.842105263158
42880,3372.2105263157896
35345,5672.473684210527
5669,14946.421052631578
540,6120.1578947368425
15257,5849.894736842105
46065,4008.7368421052633
35233,6397.0526315789475
39124,5479.421052631579
3078,1958.842105263158
11166,5776.421052631579
23888,4823.368421052632
1764,3045.3684210526317
32624,6644.8421052631575
40688,5264.1578947368425
43431,4028.2105263157896
36001,3801.3684210526317
46485,5276.105263157895
22511,2869.3684210526317
43122,3320.2631578947367
26286,7180.9473684210525
42183,2873.8947368421054
38290,5077.9473684210525
19009,3166.1052631578946
16891,5506.105263157895
40752,3181.7894736842104
24661,2665.4210526315787
35672,6302.368421052632
26540,10094.684210526315
46267,8968.263157894737
6241,2264.7894736842104
9430,5164.473684210527
9346,3241.315789473684
14187,6514.105263157895
43717,4131.736842105263
33800,11797.947368421053
13659,2699.2631578947367
34065,2644.157894736842
20311,15508.052631578947
14862,37544.68421052631
32534,2781.4736842105262
45483,3710.9473684210525
17060,8633.263157894737
22610,2840.2105263157896
5730,22664.42105263158
11618,5949.263157894737
32612,6189.578947368421
37501,6827.421052631579
20402,15435.526315789473
25172,14328.0
29751,9310.263157894737
28110,4498.9473684210525
9414,2778.7368421052633
36448,8580.947368421053
43249,4826.105263157895
27037,9181.105263157895
45457,4577.210526315789
2730,5504.473684210527
15069,27168.105263157893
37020,6209.578947368421
11641,11516.578947368422
21182,7106.526315789473
40538,2631.4210526315787
37459,5398.736842105263
38762,4214.1578947368425
36698,5769.315789473684
44287,20917.36842105263
748,9513.947368421053
8029,10738.473684210527
18867,7814.0526315789475
6783,10718.052631578947
18325,8034.0526315789475
40462,6918.368421052632
13380,6115.368421052632
33060,7738.315789473684
37739,4014.5263157894738
39637,10871.368421052632
36528,8011.263157894737
37258,7025.736842105263
6826,18452.315789473683
25874,6365.8421052631575
34733,2954.4736842105262
585,4758.894736842105
11908,7324.894736842105
25725,3284.6315789473683
11540,8904.736842105263
46396,5218.368421052632
28322,6087.0526315789475
18382,14259.526315789473
9507,14972.842105263158
10942,6247.631578947368
31220,4105.0
1190,2390.1052631578946
13723,6424.0526315789475
28899,2301.0
44063,6014.894736842105
35700,6056.0
24170,7160.473684210527
1609,9030.21052631579
17549,7451.578947368421
46749,8150.263157894737
33920,3908.8947368421054
36734,2286.5263157894738
45250,15307.947368421053
30114,3110.0526315789475
36979,6280.1578947368425
36199,8367.684210526315
15539,10720.263157894737
6082,10003.315789473685
15586,7528.0
17325,6290.368421052632
32459,19043.57894736842
8808,7422.105263157895
32429,10201.736842105263
26739,8339.631578947368
32641,3259.315789473684
12104,12050.736842105263
5986,13631.842105263158
39650,4365.684210526316
40848,4053.3684210526317
12472,4064.842105263158
20762,9374.21052631579
39422,2561.315789473684
14822,3645.6315789473683
37142,2409.5263157894738
3205,9280.894736842105
21640,13241.052631578947
2234,1550.2105263157894
23606,11071.473684210527
17423,5074.684210526316
40828,7336.0526315789475
33985,8682.631578947368
45721,3702.8947368421054
40436,3267.842105263158
15813,6373.105263157895
14092,15409.421052631578
30509,8121.9473684210525
34050,7418.421052631579
21741,1977.578947368421
36527,4352.315789473684
8854,9363.0
10859,12096.421052631578
706,1856.578947368421
43976,6498.578947368421
43978,11026.0
7322,13169.78947368421
28071,3241.2105263157896
12528,3773.6315789473683
26871,6755.736842105263
24476,3734.5789473684213
422,4633.631578947368
30157,18912.63157894737
14281,2668.0
42520,4884.526315789473
3625,11599.421052631578
33366,5790.263157894737
34675,11083.842105263158
39319,6355.9473684210525
46573,7742.263157894737
44389,6988.0526315789475
41395,11396.894736842105
3809,12210.842105263158
18331,5480.210526315789
30478,12044.842105263158
14623,3949.3684210526317
18825,10415.263157894737
16354,15441.473684210527
22670,6215.105263157895
8387,7745.263157894737
36491,2490.2631578947367
42008,4009.5263157894738
10573,11818.0
20914,8190.8421052631575
20255,5812.789473684211
26022,4216.9473684210525
46674,8183.0526315789475
6023,5138.684210526316
17266,8989.78947368421
19131,8545.315789473685
31503,62986.15789473684
1337,10102.78947368421
21281,4871.421052631579
32933,4903.736842105263
4650,4689.263157894737
28357,18380.315789473683
32764,4589.368421052632
46028,8115.105263157895
1228,5630.578947368421
34211,13085.105263157895
35195,7908.9473684210525
19995,6674.526315789473
15691,3407.3684210526317
33450,9406.473684210527
45389,10474.263157894737
35560,7239.0526315789475
46012,7789.631578947368
13108,5287.263157894737
26849,17656.0
13047,1986.7368421052631
33233,10666.78947368421
46211,4134.789473684211
6624,8183.789473684211
36355,3191.4736842105262
36856,5820.0
33234,16928.105263157893
31069,5597.368421052632
26844,22359.157894736843
23253,11753.631578947368
44965,13530.631578947368
13042,15217.78947368421
9988,2238.5789473684213
22827,3858.7368421052633
2521,8198.421052631578
17211,3348.157894736842
16912,14248.78947368421
29291,13884.315789473685
38895,4768.315789473684
45744,49588.21052631579
42705,10772.315789473685
1427,3282.684210526316
32682,4280.0526315789475
4771,9103.684210526315
46180,15479.263157894737
26801,16271.736842105263
39359,3305.3684210526317
33709,11515.578947368422
12042,1919.421052631579
22838,20889.736842105263
7529,4187.9473684210525
13296,12234.421052631578
35618,2495.4736842105262
10447,13125.631578947368
10,3565.0
45014,4906.0526315789475
25003,5751.526315789473
16307,4167.1578947368425
17853,8517.842105263158
7595,2588.4210526315787
3520,2838.9473684210525
44558,8448.368421052632
46301,4512.8421052631575
22510,8651.631578947368
40911,1871.842105263158
42100,11747.368421052632
2569,8280.368421052632
7915,3481.0
32458,6676.421052631579
23350,5079.1578947368425
24797,2102.4210526315787
46443,9436.052631578947
26812,6216.1578947368425
9726,5353.421052631579
3859,4857.578947368421
36311,15521.894736842105
4975,9116.157894736842
5500,7349.1578947368425
21488,10343.631578947368
27669,8199.842105263158
1266,9538.315789473685
27620,9215.526315789473
6722,3579.5263157894738
40624,14118.684210526315
32921,13957.0
8472,9601.78947368421
40638,10782.473684210527
4869,9787.105263157895
14659,2541.6315789473683
24888,2898.7894736842104
44115,6601.421052631579
10689,4025.315789473684
39086,4949.421052631579
16735,3893.8947368421054
23117,10521.263157894737
45868,5793.421052631579
9305,8465.21052631579
32812,3039.157894736842
39541,3975.1052631578946
16297,4791.315789473684
2041,15996.263157894737
45561,5006.0
992,3631.7368421052633
12797,3663.4736842105262
22251,10959.105263157895
44026,5422.789473684211
32438,4038.4210526315787
24423,3549.6315789473683
39098,2573.0526315789475
42837,3534.4210526315787
7900,4851.578947368421
4487,4393.8421052631575
7575,6613.9473684210525
45234,8078.578947368421
36731,7905.473684210527
40043,10161.684210526315
32878,5233.368421052632
5977,4759.0526315789475
14022,5350.526315789473
1923,10201.421052631578
33070,4738.473684210527
15593,2201.842105263158
34389,12038.736842105263
32212,9810.842105263158
44292,16130.578947368422
32304,6346.684210526316
30061,5732.315789473684
25782,4973.1578947368425
832,18245.684210526317
40517,9574.473684210527
30503,2878.6315789473683
13209,48307.21052631579
44530,3268.315789473684
24637,3322.4210526315787
18401,7218.9473684210525
6728,4073.2105263157896
14705,7211.421052631579
8777,1973.157894736842
25659,19431.105263157893
2871,2755.5789473684213
19124,2024.6315789473683
33704,5536.526315789473
4286,5370.0
42808,3720.1052631578946
22198,14975.105263157895
5953,8051.684210526316
12452,6127.0526315789475
11088,5387.315789473684
35742,17944.894736842107
7853,6877.473684210527
37453,8072.315789473684
9945,4874.578947368421
8761,10480.78947368421
7030,5244.368421052632
3255,9560.368421052632
16560,3705.0
2530,7991.9473684210525
11596,11465.0
18769,14675.473684210527
