id,cc_cons
6975,30954.47619047619
43223,24929.666666666668
45502,32445.761904761905
12368,32763.95238095238
40415,24164.190476190477
31659,30895.47619047619
19585,24929.666666666668
11889,31415.0
43494,36083.09523809524
2536,25792.619047619046
16896,31796.85714285714
23422,29352.333333333332
31074,31203.285714285714
32409,31236.904761904763
29846,25983.0
4046,31702.85714285714
41350,25602.571428571428
24530,31796.85714285714
20128,31381.380952380954
25389,25844.52380952381
8913,33039.0
41126,31677.14285714286
19678,33019.90476190476
1907,26252.04761904762
22003,24431.571428571428
1177,31677.14285714286
13941,25983.0
19473,27778.333333333332
42500,31381.380952380954
3878,26672.095238095237
8973,31441.714285714286
9938,24431.571428571428
38581,31796.85714285714
41728,24164.190476190477
42180,25983.0
23022,24310.95238095238
29322,26472.619047619046
38371,32511.14285714286
14582,24093.333333333332
37012,31697.95238095238
7993,32511.14285714286
32720,31441.714285714286
46172,32816.23809523809
2646,25544.619047619046
12238,27093.47619047619
17793,31219.52380952381
1661,27365.571428571428
30028,26322.95238095238
38142,24431.571428571428
21187,25983.0
32066,31817.666666666668
39689,33018.09523809524
44715,28216.761904761905
766,31796.85714285714
38216,31677.14285714286
10622,20924.761904761905
42913,32056.47619047619
18904,24955.0
19555,31796.85714285714
24285,24681.380952380954
13852,25850.52380952381
22599,32687.190476190477
18045,31203.285714285714
33600,32047.571428571428
18103,43312.0
7314,30622.14285714286
26516,32816.23809523809
46770,31441.714285714286
9126,32600.571428571428
46819,32566.95238095238
10517,32763.95238095238
45647,26398.47619047619
26740,33355.76190476191
42782,28277.095238095237
12493,32662.285714285714
27311,32786.19047619047
11428,26252.04761904762
24193,31381.380952380954
22723,31796.85714285714
14362,30079.761904761905
17572,33968.71428571428
26477,34113.57142857143
21283,31441.714285714286
7599,24559.238095238095
33989,25602.571428571428
14945,31817.666666666668
18531,31987.238095238095
34513,31796.85714285714
12426,32746.571428571428
41416,31441.714285714286
31245,25544.619047619046
980,24559.238095238095
7462,32321.190476190477
26616,31817.666666666668
1197,31303.238095238095
11644,31482.52380952381
8146,31441.714285714286
29429,25792.619047619046
24599,31817.666666666668
30209,31796.85714285714
11455,31043.47619047619
27200,24150.571428571428
2399,27629.47619047619
45233,30516.04761904762
10849,24310.95238095238
115,31441.714285714286
31237,25602.571428571428
21669,24663.761904761905
9174,23202.85714285714
27083,31441.714285714286
7213,28488.52380952381
28851,29722.285714285714
42749,31274.190476190477
16742,24536.095238095237
35267,24310.95238095238
43984,31817.666666666668
7010,25884.52380952381
14426,31796.85714285714
19816,28849.95238095238
39466,31817.666666666668
18829,32445.761904761905
14473,32600.571428571428
46767,24929.666666666668
45144,25784.571428571428
44345,29385.428571428572
11714,32321.190476190477
13403,26937.714285714286
31814,31203.285714285714
43508,26322.95238095238
23906,25774.571428571428
2811,30534.428571428572
40103,23327.85714285714
18600,31677.14285714286
4014,37167.47619047619
13951,32321.190476190477
15102,31381.380952380954
32381,33091.28571428572
3813,26578.0
28707,31670.761904761905
349,26256.619047619046
12470,24882.85714285714
19094,33021.619047619046
7929,25844.52380952381
46048,29911.571428571428
17261,25884.52380952381
46725,32763.95238095238
43947,33892.19047619047
17002,30080.666666666668
17779,25602.571428571428
42113,32321.190476190477
35665,31817.666666666668
18909,24929.666666666668
20179,31987.238095238095
11405,24559.238095238095
33245,24310.95238095238
18703,32763.95238095238
27819,26672.095238095237
45040,31645.190476190477
43672,24929.666666666668
7487,30550.238095238095
23293,31677.14285714286
9722,32746.571428571428
19191,30140.095238095237
33640,31796.85714285714
15760,25445.190476190477
3239,31381.380952380954
7870,36308.23809523809
6688,31796.85714285714
43489,32445.761904761905
44820,32816.23809523809
39063,31677.14285714286
2786,32711.714285714286
32090,25141.95238095238
29498,26047.666666666668
9932,32786.19047619047
1603,25792.619047619046
16911,31441.714285714286
42880,30079.761904761905
35345,31697.95238095238
5669,25792.619047619046
540,28849.95238095238
15257,25823.52380952381
46065,31796.85714285714
35233,26252.04761904762
39124,25773.571428571428
3078,31441.714285714286
11166,31817.666666666668
23888,31046.85714285714
1764,31796.85714285714
32624,31441.714285714286
40688,25445.190476190477
43431,25575.666666666668
36001,29791.571428571428
46485,33874.80952380953
22511,31592.571428571428
