id,cc_cons
6975,23995.762659026223
43223,26843.088676570304
45502,25157.17063489143
12368,29097.389258532377
40415,43736.41030751204
31659,36982.49417198339
19585,22945.422998994618
11889,29106.644917786354
43494,77012.81297224804
2536,21139.990554233635
16896,22622.950572838425
23422,61221.26949867897
31074,33652.99402136821
32409,36745.12537908237
29846,15950.95288089884
4046,47519.23633944537
41350,18223.859656167915
24530,24590.685836507182
20128,18907.335495733132
25389,36341.93860562597
8913,43522.947685902385
41126,23648.150182753685
19678,60534.06527484505
1907,21233.863689600723
22003,56326.365567881905
1177,24489.55594051114
13941,16571.817717190657
19473,30395.822866747563
42500,25329.496256291575
3878,23386.857919090806
8973,27253.940168193833
9938,33985.72102047046
38581,19726.19449189282
41728,42276.068391845096
42180,19452.80009491762
23022,27920.030451326427
29322,52291.26896184479
38371,26316.537206041103
14582,34358.968219267204
37012,25636.75852240264
7993,24914.989770467393
32720,25307.48424665368
46172,33421.38487877493
2646,56885.59852389112
12238,79981.95314524043
17793,31139.69163923306
1661,26286.607900123112
30028,21972.574287234165
38142,42578.33491104125
21187,19381.840555496456
32066,20669.919522890617
39689,58959.89096010296
44715,28742.744350218098
766,21273.612157475698
38216,25246.996809583914
10622,76177.7612053492
42913,38058.80604652726
18904,27520.763002756226
19555,20814.659919979284
24285,26388.5964255461
13852,61406.47215019021
22599,65377.68382402131
18045,29299.34024948618
33600,20095.91696846584
18103,80253.81043548029
7314,30936.68495808431
26516,33087.97065388816
46770,24102.28960946115
9126,47287.41326490068
46819,31056.0329406721
10517,25041.39286106464
45647,18808.419710877497
26740,25393.067097533756
42782,23994.037090263213
12493,24279.07818183428
27311,44647.07806696277
11428,19791.06660425701
24193,24895.093107246736
22723,18727.012247007282
14362,29081.614957497106
17572,75672.13492327012
26477,42955.86758002755
21283,19949.105739176768
7599,39306.16269711641
33989,18917.63353374391
14945,18352.246204342868
18531,20016.602141345385
34513,22865.93865171229
12426,23577.24809049812
41416,25520.451097742625
31245,54285.36401194098
980,32700.317852193577
7462,24251.494672696397
26616,23281.30553401116
1197,39350.118508232496
11644,57204.14398141031
8146,21088.88095428684
29429,19837.199988459062
24599,18760.119912338443
30209,18715.025071149634
11455,28238.42718774086
27200,25680.537525641266
2399,43020.99628281541
45233,30959.31091685241
10849,26906.426021902647
115,19806.758614318038
31237,17833.780858931364
21669,45937.23773043486
9174,30431.742480569752
27083,22719.33458200423
7213,38081.788157345494
28851,26009.138384602964
42749,44584.424869420036
16742,49274.88353287059
35267,38203.555993086775
43984,20143.28064090642
7010,35392.921905379306
14426,20724.84754870797
19816,33175.89464796372
39466,19742.583161538583
18829,22532.901750284655
14473,45185.314199402404
46767,26345.04335363605
45144,20920.357348117628
44345,74351.0591612329
11714,21564.266362190887
13403,24993.178824484407
31814,28881.316402005265
43508,22755.227808049094
23906,18880.87359243119
2811,23373.98334300969
40103,54310.94533333194
18600,27610.36344732708
4014,43602.410387540935
13951,27175.79102076043
15102,24551.25698794512
32381,37134.76350997281
3813,32301.15852020483
28707,38504.55096620045
349,25140.471196789236
12470,43408.591755016474
19094,35707.8574859518
7929,36593.89621206693
46048,33051.26715229699
17261,27517.01086695961
46725,38578.638546019094
43947,39627.10801110702
17002,39931.87202719023
17779,24482.75061341573
42113,25042.91629129782
35665,22837.361371258507
18909,24666.78137281441
20179,21567.146186697733
11405,26040.596745874413
33245,28084.345512812637
18703,28944.745160226797
27819,23784.54091970774
45040,39682.09596411334
43672,25659.338579971576
7487,53075.950253460294
23293,24940.98624697578
9722,27776.772796068253
19191,29191.32926755835
33640,22730.252115280746
15760,41173.21487114689
3239,22073.49481877091
7870,67795.46300853684
6688,20845.70747466164
43489,25765.336851949774
44820,34750.26838626413
39063,24485.21445393638
2786,21764.895052423875
32090,42113.33280497609
29498,44828.677470828756
9932,46102.62362551433
1603,20496.909046398185
16911,23218.971328813903
42880,36195.04041014376
35345,20135.606475316163
5669,21284.415208121995
540,27327.718210066116
15257,72035.27954053949
46065,20569.00504125483
35233,26081.733516298234
39124,29892.574174151552
3078,26684.205749284913
11166,18802.50588420924
23888,37401.720978558995
1764,18363.463285629405
32624,22003.779242266522
40688,42283.70730124152
43431,53831.288749262196
36001,21968.15590407155
46485,36114.87812987302
22511,24239.25225276145
43122,18600.941870651004
26286,21501.41431884779
42183,30350.44104789442
38290,21090.93704349373
19009,20107.5920812955
16891,22341.919041334448
40752,33273.71992664723
24661,39619.52727268962
35672,21554.99867664819
26540,35702.695461962954
46267,28516.870968244155
6241,26190.455873743398
9430,24007.336685707967
9346,20181.99952901536
14187,24363.76424982128
43717,23587.98426735241
33800,27283.531599313777
13659,21246.810086441314
34065,18864.104973803274
20311,18595.577903935366
14862,44587.06523589254
32534,20468.73731120606
45483,22275.7521996602
17060,21252.188388321752
22610,22530.256001539557
5730,42428.21131757798
11618,27264.4768978114
32612,25029.1378223669
37501,24900.765470625513
20402,43774.29453326814
25172,61222.653911157715
29751,36811.91295211413
28110,32820.19043348951
9414,20440.482444684923
36448,30305.57699876849
43249,23775.23249101895
27037,21834.28731628356
45457,20427.241165988322
2730,30592.954920602293
15069,29217.169267299905
37020,50272.6124893949
11641,46754.97274972184
21182,35022.53419922126
40538,31976.696257885924
37459,29897.94059038919
38762,20854.355454916513
36698,19397.493056920066
44287,50881.94956888008
748,24309.752124989056
8029,33053.663272083795
18867,54456.67585521747
6783,22121.510054906248
18325,27460.284702421894
40462,23945.602390400018
13380,17918.957784186146
33060,42946.12634752554
37739,22716.654118632898
39637,65194.33190658165
36528,26203.605259537377
37258,16956.116632315796
6826,32960.97658912663
25874,18741.873313098797
34733,20537.678150805295
585,23198.27526507387
11908,34577.04736708081
25725,20318.850827919436
11540,23294.452462085115
46396,30915.167739031574
28322,31807.184755372524
18382,51012.79430618236
9507,78701.7414898481
10942,32811.243486335414
31220,28637.36249944722
1190,22414.81260302337
13723,22583.253346260055
28899,26224.809435329575
44063,27240.02855739792
35700,29228.287653340376
24170,24014.556287552376
1609,29113.189233731595
17549,31483.082174427167
46749,21205.967680933827
33920,22514.28792397352
36734,26994.87673026687
45250,24360.554409356526
30114,26436.077024259866
36979,49929.72451993276
36199,23105.00174091509
15539,39005.52967918181
6082,25783.340743909823
15586,27004.156773687864
17325,18240.257887141895
32459,68358.06019488932
8808,23314.75001401099
32429,27847.923172724928
26739,18580.940068177268
32641,20598.483873204357
12104,28831.039939351467
5986,51996.412648379075
39650,44722.04134861825
40848,27818.280148518388
12472,17342.65040104554
20762,36197.872115649516
39422,28131.141046437813
14822,28457.913202427473
37142,77042.81290055616
3205,35888.58061608279
21640,34279.588705503236
2234,23360.627785755234
23606,34042.561355271784
17423,23730.44623118249
40828,33622.965536952164
33985,21093.53453940386
45721,20288.965451157303
40436,20453.467745005502
15813,40111.53229511157
14092,62240.99389497939
30509,77213.69827516135
34050,17967.452649635146
21741,32486.78777167565
36527,21911.130439510423
8854,41582.37871715275
10859,31313.511409089
706,23452.427398998407
43976,25742.167744837556
43978,36642.469753976475
7322,50548.084616946784
28071,18858.359402858245
12528,22983.592543134175
26871,25758.373037563317
24476,23408.979180577706
422,23807.754684563726
30157,30531.112277524662
14281,19087.614911583194
42520,21934.13693782338
3625,24958.745580315095
33366,19291.147047838807
34675,76852.79184070011
39319,49617.48669198839
46573,21715.716880951775
44389,23630.024283058126
41395,53681.969903577265
3809,18625.821898356895
18331,35928.74714301134
30478,58514.06523826372
14623,17798.28349211195
18825,24025.22496880259
16354,32929.53941431851
22670,26017.31570331825
8387,91248.33690551698
36491,16756.657050075766
42008,21902.20831463128
10573,23030.79835961794
20914,19985.060128310404
20255,22539.96856774841
26022,22431.999720750784
46674,31916.133167511813
6023,24360.75158403485
17266,39608.35591614025
19131,23535.840616150905
31503,48485.48691985829
1337,77915.23164009626
21281,24837.64205927259
32933,22906.16295749432
4650,23601.45623299433
28357,68953.54434163313
32764,16153.605175401492
46028,21901.487131791306
1228,23848.443762720242
34211,37504.368849224935
35195,26074.96196929415
19995,23000.125768514874
15691,26171.15962559561
33450,27958.631113904936
45389,28496.873380871664
35560,45248.200228783186
46012,31598.42159447435
13108,56313.87644488411
26849,30714.8118215414
13047,16658.818699974276
33233,23740.957967908616
46211,51445.54190535072
6624,16275.329903846025
36355,23686.6636518944
36856,32046.578448863293
33234,26385.590879669442
31069,80733.50395328575
26844,29372.052757084224
23253,60098.55024573428
44965,35412.69075480482
13042,31751.93826021478
9988,19259.647123236413
22827,34273.981348683825
2521,86754.02898194344
17211,65010.3213717895
16912,28274.380630901665
29291,45731.578313206846
38895,32241.5758313571
45744,37534.30779928024
42705,29578.213861836964
1427,21206.3130421323
32682,23738.688912731188
4771,28588.640348307526
46180,29711.340635671164
26801,73602.3466328482
39359,33627.208900391444
33709,34198.14265879683
12042,23668.197468783037
22838,29462.52288470132
7529,37367.13707640325
13296,117828.71235430878
35618,22005.10760184104
10447,37594.994350012625
10,37889.63716505488
45014,22432.188234865374
25003,26206.505648252234
16307,25008.82766458238
17853,24995.38318285343
7595,23594.890953137103
3520,21567.49495667842
44558,23742.552381124464
46301,23400.068903236708
22510,21610.548412560573
40911,18936.823383817857
42100,46077.31148394896
2569,49548.24137854637
7915,31151.46364938747
32458,25956.53950639523
23350,35915.801873200864
24797,21510.27134172726
46443,29152.90523730006
26812,27226.114477822906
9726,23387.25887191939
3859,24872.199989214685
36311,19500.53828149184
4975,18601.48867668514
5500,27595.114687501016
21488,38840.541911230335
27669,45860.245307459
1266,45440.088873228466
27620,25196.773464221333
6722,24696.60729157951
40624,15939.053990701796
32921,29894.565374653117
8472,19965.801520317327
40638,25949.578083025932
4869,63197.830488568754
14659,25221.791630958294
24888,31742.046155400574
44115,30491.91353666695
10689,19793.976442571962
39086,38194.59843032382
16735,34245.578233685694
23117,28917.695506871736
45868,23427.023963025975
9305,29750.7906310306
32812,26622.281556579546
39541,25989.407471433573
16297,27539.05922042922
2041,36838.13150520626
45561,27394.320617643796
992,23962.61197535915
12797,22269.93467747225
22251,41599.34601519702
44026,18203.78502498704
32438,19240.47216527624
24423,19269.0750465623
39098,26232.821979355882
42837,23584.615070842992
7900,23668.275522433512
4487,22895.496881633764
7575,52218.08161523691
45234,20659.066308203008
36731,27150.16789341552
40043,20329.851696808706
32878,30965.992133042047
5977,21344.49090904367
14022,26523.380378383416
1923,26323.188823492266
33070,20217.835507267097
15593,19185.359028686944
34389,29291.789497015852
32212,23574.9768606656
44292,23904.098883969476
32304,19524.646613229852
30061,22254.815656638646
25782,61384.8149826873
832,55532.25329045375
40517,26546.37640484181
30503,24649.565541027056
13209,57735.26364628505
44530,23462.05175336986
24637,33762.9997276424
18401,18212.669054686296
6728,20325.051141691365
14705,19293.19754567009
8777,19487.024763781024
25659,36345.264114472
2871,25641.34826808545
